Time,Symbol,Direction,Type,Price,Entry,Stop,T1,T2,Confidence,Action,Message
2026-05-04 13:45:16.305373,CRWD,BUY,tv_staged_pdh_break,464.3800048828125,464.3800048828125,457.3500061035156,478.45001220703125,485.4800109863281,medium,took,[TV] staged_pdh_break (15m)
2026-05-04 13:45:12.201085,META,SHORT,tv_staged_pdl_break,605.6400146484375,605.6400146484375,606.9400024414062,603.0399780273438,601.75,medium,skipped,[TV] staged_pdl_break (15m)
2026-05-04 13:45:04.892143,MU,BUY,tv_staged_pdh_break,579.489990234375,579.489990234375,544.5999755859375,649.280029296875,684.1699829101562,medium,skipped,[TV] staged_pdh_break (15m)
2026-05-04 13:45:04.863930,SPY,SHORT,tv_staged_pdl_break,719.9600219726562,719.9600219726562,720.760009765625,718.3599853515625,717.5599975585938,medium,skipped,[TV] staged_pdl_break (15m)
2026-05-04 13:30:11.146188,GOOGL,SHORT,tv_staged_pdh_rejection,385.6400146484375,385.6400146484375,386.989990234375,382.92999267578125,365.82000732421875,medium,skipped,[TV] staged_pdh_rejection (15m)
2026-05-04 10:15:14.499433,GOOGL,SHORT,tv_vwap_reject_short,384.6000061035156,384.6000061035156,388.25,365.82000732421875,356.42999267578125,medium,skipped,[TV] vwap_reject_short (15m)
2026-05-04 10:00:16.311699,QQQ,SHORT,tv_vwap_reject_short,675.5999755859375,675.5999755859375,676.530029296875,657.5599975585938,648.5399780273438,medium,skipped,[TV] vwap_reject_short (15m)
2026-05-04 08:15:11.285208,GOOGL,BUY,tv_staged_pdh_break,387.20001220703125,387.20001220703125,385.6400146484375,390.3299865722656,391.8900146484375,medium,skipped,[TV] staged_pdh_break (15m)
2026-05-04 06:30:02.695072,ETH-USD,SHORT,tv_vwap_reject_short,2361.909912109375,2361.909912109375,2381.25,2297.590087890625,2265.429931640625,medium,skipped,[TV] vwap_reject_short (15m)
2026-05-04 02:15:06.969903,ETH-USD,BUY,tv_staged_pdh_break,2360.10009765625,2360.10009765625,2353.090087890625,2374.1201171875,2381.1201171875,medium,took,[TV] staged_pdh_break (15m)
2026-05-04 00:00:07.306579,BTC-USD,SHORT,tv_staged_pdh_rejection,78558.890625,78558.890625,79603.28125,76470.109375,78034.28125,medium,took,[TV] staged_pdh_rejection (4h)
2026-05-04 00:00:05.841544,ETH-USD,SHORT,tv_ma_rejection_short_v3,2322.5,2322.5,2374.280029296875,2115.39990234375,2011.8499755859375,medium,took,[TV] ma_rejection_short_v3 EMA100 (4h)
